name,type,variable_description,variable,value,annotation,year,date,geography_id,change_rate
"Guadalupe town, Arizona",place,Median Household Income,B19013_001E,28491.0,,2017,2017-12-31,1600000US0430270,-6.050913407637014
"Williamson CDP, Arizona",place,Median Household Income,B19013_001E,62306.0,,2017,2017-12-31,1600000US0483388,-6.117590332399125
"Canyon Day CDP, Arizona",place,Median Household Income,B19013_001E,22279.0,,2017,2017-12-31,1600000US0410040,5.208726860596903
"East Fork CDP, Arizona",place,Median Household Income,B19013_001E,16902.0,,2017,2017-12-31,1600000US0421310,1.8499548056643669
"Parker town, Arizona",place,Median Household Income,B19013_001E,49107.0,,2017,2017-12-31,1600000US0453070,7.906128458107188
"Parker Strip CDP, Arizona",place,Median Household Income,B19013_001E,66042.0,,2017,2017-12-31,1600000US0453210,13.509332783335061
"Gadsden CDP, Arizona",place,Median Household Income,B19013_001E,31105.0,,2017,2017-12-31,1600000US0426070,-18.98262704138776
"Taylor town, Arizona",place,Median Household Income,B19013_001E,44868.0,,2017,2017-12-31,1600000US0472420,-0.8726774628283641
"Catalina Foothills CDP, Arizona",place,Median Household Income,B19013_001E,82252.0,,2017,2017-12-31,1600000US0411230,2.1649753443714337
"Greasewood CDP, Arizona",place,Median Household Income,B19013_001E,28906.0,,2017,2017-12-31,1600000US0429430,-2.8369747899159687
"Holbrook city, Arizona",place,Median Household Income,B19013_001E,44348.0,,2017,2017-12-31,1600000US0433280,-13.369276449445223
"Shonto CDP, Arizona",place,Median Household Income,B19013_001E,40625.0,,2017,2017-12-31,1600000US0466260,14.497900284659405
"Littletown CDP, Arizona",place,Median Household Income,B19013_001E,56250.0,,2017,2017-12-31,1600000US0441540,20.176900397384955
"Winkelman town, Arizona",place,Median Household Income,B19013_001E,42125.0,,2017,2017-12-31,1600000US0483790,-6.3888888888888875
"Oro Valley town, Arizona",place,Median Household Income,B19013_001E,79458.0,,2017,2017-12-31,1600000US0451600,4.5967933022668115
"Sahuarita town, Arizona",place,Median Household Income,B19013_001E,73174.0,,2017,2017-12-31,1600000US0462140,5.539930480434996
"Santa Rosa CDP, Arizona",place,Median Household Income,B19013_001E,26625.0,,2017,2017-12-31,1600000US0464310,-6.375272522680921
"Lukachukai CDP, Arizona",place,Median Household Income,B19013_001E,30602.0,,2017,2017-12-31,1600000US0442660,-2.3984180646807407
"St. Michaels CDP, Arizona",place,Median Household Income,B19013_001E,41944.0,,2017,2017-12-31,1600000US0462420,-12.129718858675153
"Hotevilla-Bacavi CDP, Arizona",place,Median Household Income,B19013_001E,41667.0,,2017,2017-12-31,1600000US0433945,0.37096813046515453
"Snowflake town, Arizona",place,Median Household Income,B19013_001E,49813.0,,2017,2017-12-31,1600000US0467800,1.6218531967848504
"New Kingman-Butler CDP, Arizona",place,Median Household Income,B19013_001E,31923.0,,2017,2017-12-31,1600000US0449270,7.034367141659682
"Quartzsite town, Arizona",place,Median Household Income,B19013_001E,31250.0,,2017,2017-12-31,1600000US0458010,5.077336919973097
"Kingman city, Arizona",place,Median Household Income,B19013_001E,44092.0,,2017,2017-12-31,1600000US0437620,3.3907048726727007
"Mesquite Creek CDP, Arizona",place,Median Household Income,B19013_001E,42604.0,,2017,2017-12-31,1600000US0446087,1.573526606904441
"Globe city, Arizona",place,Median Household Income,B19013_001E,44821.0,,2017,2017-12-31,1600000US0428030,5.319923866813925
"Apache Junction city, Arizona",place,Median Household Income,B19013_001E,39119.0,,2017,2017-12-31,1600000US0402830,2.8013560034688467
"Cave Creek town, Arizona",place,Median Household Income,B19013_001E,91500.0,,2017,2017-12-31,1600000US0411300,11.456239722272985
"Peoria city, Arizona",place,Median Household Income,B19013_001E,69589.0,,2017,2017-12-31,1600000US0454050,5.178120701902866
"Queen Creek town, Arizona",place,Median Household Income,B19013_001E,92917.0,,2017,2017-12-31,1600000US0458150,2.459007354968179
"Fredonia town, Arizona",place,Median Household Income,B19013_001E,37898.0,,2017,2017-12-31,1600000US0425720,-10.62635600415055
"Page city, Arizona",place,Median Household Income,B19013_001E,60135.0,,2017,2017-12-31,1600000US0451810,0.4761904761904745
"Willow Valley CDP, Arizona",place,Median Household Income,B19013_001E,35100.0,,2017,2017-12-31,1600000US0483570,3.8584447863652565
"Seligman CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0465420,0.0
"Cordes Lakes CDP, Arizona",place,Median Household Income,B19013_001E,30599.0,,2017,2017-12-31,1600000US0415765,1.2273388910943428
"Cottonwood city, Arizona",place,Median Household Income,B19013_001E,32746.0,,2017,2017-12-31,1600000US0416410,-1.8728836414851235
"Claypool CDP, Arizona",place,Median Household Income,B19013_001E,39688.0,,2017,2017-12-31,1600000US0413960,13.813770755068688
"Payson town, Arizona",place,Median Household Income,B19013_001E,46602.0,,2017,2017-12-31,1600000US0453700,2.2130590222183333
"Bluewater CDP, Arizona",place,Median Household Income,B19013_001E,38125.0,,2017,2017-12-31,1600000US0407025,6.038271124214268
"Wenden CDP, Arizona",place,Median Household Income,B19013_001E,24236.0,,2017,2017-12-31,1600000US0481550,8.535602328705782
"Chandler city, Arizona",place,Median Household Income,B19013_001E,77278.0,,2017,2017-12-31,1600000US0412000,3.967495862987525
"El Mirage city, Arizona",place,Median Household Income,B19013_001E,51915.0,,2017,2017-12-31,1600000US0422220,4.870313510019387
"Glendale city, Arizona",place,Median Household Income,B19013_001E,49383.0,,2017,2017-12-31,1600000US0427820,5.480915052224611
"Mesa city, Arizona",place,Median Household Income,B19013_001E,52155.0,,2017,2017-12-31,1600000US0446000,3.0425763113701487
"Wickenburg town, Arizona",place,Median Household Income,B19013_001E,42752.0,,2017,2017-12-31,1600000US0482740,5.163210587164535
"Flagstaff city, Arizona",place,Median Household Income,B19013_001E,51758.0,,2017,2017-12-31,1600000US0423620,2.133117587860367
"Bitter Springs CDP, Arizona",place,Median Household Income,B19013_001E,18365.0,,2017,2017-12-31,1600000US0406470,-4.184275056085984
"Kachina Village CDP, Arizona",place,Median Household Income,B19013_001E,62674.0,,2017,2017-12-31,1600000US0436475,23.864107986323837
"Phoenix city, Arizona",place,Median Household Income,B19013_001E,52080.0,,2017,2017-12-31,1600000US0455000,5.578981511514769
"Pima town, Arizona",place,Median Household Income,B19013_001E,40319.0,,2017,2017-12-31,1600000US0455560,-19.876393553387253
"Mountainaire CDP, Arizona",place,Median Household Income,B19013_001E,57905.0,,2017,2017-12-31,1600000US0447820,4.725819286696087
"Gilbert town, Arizona",place,Median Household Income,B19013_001E,87566.0,,2017,2017-12-31,1600000US0427400,2.3194400626307177
"Bouse CDP, Arizona",place,Median Household Income,B19013_001E,50259.0,,2017,2017-12-31,1600000US0407310,31.468257082319703
"Williams city, Arizona",place,Median Household Income,B19013_001E,47857.0,,2017,2017-12-31,1600000US0483160,12.453885377258732
"Strawberry CDP, Arizona",place,Median Household Income,B19013_001E,48885.0,,2017,2017-12-31,1600000US0470040,-1.8787258385018382
"Safford city, Arizona",place,Median Household Income,B19013_001E,48795.0,,2017,2017-12-31,1600000US0462000,-0.7444925855861317
"Peach Springs CDP, Arizona",place,Median Household Income,B19013_001E,35703.0,,2017,2017-12-31,1600000US0453770,2.2686259345191973
"Show Low city, Arizona",place,Median Household Income,B19013_001E,44693.0,,2017,2017-12-31,1600000US0466470,-0.4033516067210363
"Chiawuli Tak CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0412560,0.0
"Arivaca Junction CDP, Arizona",place,Median Household Income,B19013_001E,39844.0,,2017,2017-12-31,1600000US0403380,14.320144607350874
"Haivana Nakya CDP, Arizona",place,Median Household Income,B19013_001E,8750.0,,2017,2017-12-31,1600000US0430850,-100.00131250000129
"East Globe CDP, Arizona",place,Median Household Income,B19013_001E,105781.0,,2017,2017-12-31,1600000US0421410,2.293804214333384
"Village of Oak Creek (Big Park) CDP, Arizona",place,Median Household Income,B19013_001E,53735.0,,2017,2017-12-31,1600000US0480095,5.379275180420451
"Icehouse Canyon CDP, Arizona",place,Median Household Income,B19013_001E,31799.0,,2017,2017-12-31,1600000US0434980,5.873147994007
"Pimaco Two CDP, Arizona",place,Median Household Income,B19013_001E,34153.0,,2017,2017-12-31,1600000US0455575,4.9602016042287635
"San Miguel CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0463610,0.0
"South Komelik CDP, Arizona",place,Median Household Income,B19013_001E,44583.0,,2017,2017-12-31,1600000US0468670,-100.0066874500067
"Ventana CDP, Arizona",place,Median Household Income,B19013_001E,2499.0,,2017,2017-12-31,1600000US0479590,0.0
"Wahak Hotrontk CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0480430,-4371684.695081967
"Rillito CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0459900,0.0
"Seven Mile CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0465780,-2647809.067079709
"Verde Village CDP, Arizona",place,Median Household Income,B19013_001E,49016.0,,2017,2017-12-31,1600000US0479830,-4.556429628475733
"Picacho CDP, Arizona",place,Median Household Income,B19013_001E,33750.0,,2017,2017-12-31,1600000US0455210,-12.903225806451614
"Kohatk CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0438530,0.0
"Tat Momoli CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0472280,0.0
"San Manuel CDP, Arizona",place,Median Household Income,B19013_001E,41583.0,,2017,2017-12-31,1600000US0463540,-4.88139625317382
"Vail CDP, Arizona",place,Median Household Income,B19013_001E,76974.0,,2017,2017-12-31,1600000US0478540,-2.7553534205040697
"Mohave Valley CDP, Arizona",place,Median Household Income,B19013_001E,42045.0,,2017,2017-12-31,1600000US0447400,-12.287472619171789
"Gila Bend town, Arizona",place,Median Household Income,B19013_001E,29771.0,,2017,2017-12-31,1600000US0427050,2.467818544778688
"Mojave Ranch Estates CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0447495,0.0
"Leupp CDP, Arizona",place,Median Household Income,B19013_001E,51513.0,,2017,2017-12-31,1600000US0440630,25.354066287049214
"Tanque Verde CDP, Arizona",place,Median Household Income,B19013_001E,94167.0,,2017,2017-12-31,1600000US0472000,0.808247334389578
"Kayenta CDP, Arizona",place,Median Household Income,B19013_001E,34009.0,,2017,2017-12-31,1600000US0436990,3.888685239491685
"Somerton city, Arizona",place,Median Household Income,B19013_001E,37252.0,,2017,2017-12-31,1600000US0468080,8.549449268605391
"Sierra Vista Southeast CDP, Arizona",place,Median Household Income,B19013_001E,62837.0,,2017,2017-12-31,1600000US0466845,17.26602594009519
"Corona de Tucson CDP, Arizona",place,Median Household Income,B19013_001E,93017.0,,2017,2017-12-31,1600000US0416030,1.3831364171426053
"Vicksburg CDP, Arizona",place,Median Household Income,B19013_001E,39803.0,,2017,2017-12-31,1600000US0479940,4.8937964475834095
"Eagar town, Arizona",place,Median Household Income,B19013_001E,57931.0,,2017,2017-12-31,1600000US0420960,-0.6687128135662967
"Star Valley town, Arizona",place,Median Household Income,B19013_001E,26045.0,,2017,2017-12-31,1600000US0469480,-0.5650364601229363
"LeChee CDP, Arizona",place,Median Household Income,B19013_001E,60000.0,,2017,2017-12-31,1600000US0440415,2.6237471350870623
"Maricopa city, Arizona",place,Median Household Income,B19013_001E,68908.0,,2017,2017-12-31,1600000US0444410,0.029032632679126813
"Dewey-Humboldt town, Arizona",place,Median Household Income,B19013_001E,55579.0,,2017,2017-12-31,1600000US0419145,10.774719470631624
"Drysdale CDP, Arizona",place,Median Household Income,B19013_001E,26458.0,,2017,2017-12-31,1600000US0420570,2.2926734970036837
"Martinez Lake CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0444830,0.0
"Alpine CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0401920,0.0
"Concho CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0415150,0.0
"Cottonwood CDP, Arizona",place,Median Household Income,B19013_001E,31250.0,,2017,2017-12-31,1600000US0416360,-10.714285714285712
"Lupton CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0442940,0.0
"Cornfields CDP, Arizona",place,Median Household Income,B19013_001E,41563.0,,2017,2017-12-31,1600000US0415850,23.14962962962963
"Del Muerto CDP, Arizona",place,Median Household Income,B19013_001E,18281.0,,2017,2017-12-31,1600000US0418490,-100.00274215000273
"Greer CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0429850,0.0
"Nutrioso CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0450340,0.0
"Oak Springs CDP, Arizona",place,Median Household Income,B19013_001E,39375.0,,2017,2017-12-31,1600000US0450480,-11.267605633802813
"Sanders CDP, Arizona",place,Median Household Income,B19013_001E,20357.0,,2017,2017-12-31,1600000US0463050,7.379470408270916
"Wide Ruins CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0482810,0.0
"Sehili CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0465400,0.0
"Toyei CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0475310,0.0
"Vernon CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0479870,0.0
"Klagetoh CDP, Arizona",place,Median Household Income,B19013_001E,20000.0,,2017,2017-12-31,1600000US0438250,2.5641025641025554
"Wall Lane CDP, Arizona",place,Median Household Income,B19013_001E,28214.0,,2017,2017-12-31,1600000US0480790,11.884839592338505
"Wellton Hills CDP, Arizona",place,Median Household Income,B19013_001E,90609.0,,2017,2017-12-31,1600000US0481490,-100.0135913500136
"Padre Ranchitos CDP, Arizona",place,Median Household Income,B19013_001E,50000.0,,2017,2017-12-31,1600000US0451800,12.281332105724108
"Orange Grove Mobile Manor CDP, Arizona",place,Median Household Income,B19013_001E,18304.0,,2017,2017-12-31,1600000US0451465,0.1532063908951553
"Rancho Mesa Verde CDP, Arizona",place,Median Household Income,B19013_001E,27676.0,,2017,2017-12-31,1600000US0458870,0.22452379227928526
"El Prado Estates CDP, Arizona",place,Median Household Income,B19013_001E,51364.0,,2017,2017-12-31,1600000US0422400,59.45610331553459
"Flowing Springs CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0423955,0.0
"Mead Ranch CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0445275,0.0
"Geronimo Estates CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0426780,0.0
"East Verde Estates CDP, Arizona",place,Median Household Income,B19013_001E,57222.0,,2017,2017-12-31,1600000US0421545,40.52208933965276
"Mesa del Caballo CDP, Arizona",place,Median Household Income,B19013_001E,33512.0,,2017,2017-12-31,1600000US0446005,11.706666666666665
"Washington Park CDP, Arizona",place,Median Household Income,B19013_001E,48523.0,,2017,2017-12-31,1600000US0481175,4.242932027154756
"Whispering Pines CDP, Arizona",place,Median Household Income,B19013_001E,36035.0,,2017,2017-12-31,1600000US0482270,2.5644674674104806
"Tonto Village CDP, Arizona",place,Median Household Income,B19013_001E,35375.0,,2017,2017-12-31,1600000US0474665,-1.6596241521183108
"Donovan Estates CDP, Arizona",place,Median Household Income,B19013_001E,37232.0,,2017,2017-12-31,1600000US0419790,-1.406138283505021
"Avenue B and C CDP, Arizona",place,Median Household Income,B19013_001E,27739.0,,2017,2017-12-31,1600000US0404710,3.2340900632675806
"Oxbow Estates CDP, Arizona",place,Median Household Income,B19013_001E,32679.0,,2017,2017-12-31,1600000US0451775,-100.0049018500049
"Wheatfields CDP, Arizona",place,Median Household Income,B19013_001E,26429.0,,2017,2017-12-31,1600000US0482120,-14.283397658353056
"Rye CDP, Arizona",place,Median Household Income,B19013_001E,21000.0,,2017,2017-12-31,1600000US0461690,3.6525172754195534
"Round Valley CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0461448,-827650.8211373031
"Hunter Creek CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0434700,0.0
"Kohls Ranch CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0438600,0.0
"Christopher Creek CDP, Arizona",place,Median Household Income,B19013_001E,36974.0,,2017,2017-12-31,1600000US0413140,4.461082073739231
"Roosevelt CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0461300,0.0
"Jakes Corner CDP, Arizona",place,Median Household Income,B19013_001E,28333.0,,2017,2017-12-31,1600000US0436010,-100.00424995000424
"Deer Creek CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0418448,-1447141.8831803089
"Valle Vista CDP, Arizona",place,Median Household Income,B19013_001E,55000.0,,2017,2017-12-31,1600000US0478865,16.345482622215645
"Grand Canyon West CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0428985,0.0
"Crozier CDP, Arizona",place,Median Household Income,B19013_001E,38750.0,,2017,2017-12-31,1600000US0417460,-14.285082286321005
"Antares CDP, Arizona",place,Median Household Income,B19013_001E,40833.0,,2017,2017-12-31,1600000US0402410,63.33200000000001
"Fort Mohave CDP, Arizona",place,Median Household Income,B19013_001E,44041.0,,2017,2017-12-31,1600000US0424895,-0.6452049540911831
"Gila Crossing CDP, Arizona",place,Median Household Income,B19013_001E,45000.0,,2017,2017-12-31,1600000US0427260,11.8651651875606
"St. Johns CDP, Arizona",place,Median Household Income,B19013_001E,45795.0,,2017,2017-12-31,1600000US0462362,-15.194444444444445
"Anegam CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0402270,0.0
"Charco CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0412150,0.0
"Tees Toh CDP, Arizona",place,Median Household Income,B19013_001E,29219.0,,2017,2017-12-31,1600000US0472630,12.6493947104634
"Whitecone CDP, Arizona",place,Median Household Income,B19013_001E,14946.0,,2017,2017-12-31,1600000US0482390,1.0411032990805813
"Low Mountain CDP, Arizona",place,Median Household Income,B19013_001E,36563.0,,2017,2017-12-31,1600000US0442590,11.076343530698418
"Hard Rock CDP, Arizona",place,Median Household Income,B19013_001E,28500.0,,2017,2017-12-31,1600000US0431182,-30.90909090909091
"Turkey Creek CDP, Arizona",place,Median Household Income,B19013_001E,46563.0,,2017,2017-12-31,1600000US0477415,1.97319434102754
"Fort Apache CDP, Arizona",place,Median Household Income,B19013_001E,74250.0,,2017,2017-12-31,1600000US0424250,-100.01113750001112
"Rainbow City CDP, Arizona",place,Median Household Income,B19013_001E,28810.0,,2017,2017-12-31,1600000US0458620,4.289592760180994
"Pinetop Country Club CDP, Arizona",place,Median Household Income,B19013_001E,66439.0,,2017,2017-12-31,1600000US0455880,1.8721825262964176
"Cowlic CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0416830,0.0
"Topawa CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0474680,-3200151.197619162
"Comobabi CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0415080,0.0
"Maish Vaya CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0443920,-3333433.33
"Gu Oidak CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0430550,-1944528.2389313425
"Rincon Valley CDP, Arizona",place,Median Household Income,B19013_001E,109250.0,,2017,2017-12-31,1600000US0460120,2.587939226623104
"Summerhaven CDP, Arizona",place,Median Household Income,B19013_001E,78819.0,,2017,2017-12-31,1600000US0470175,3.1702815555584736
"Arivaca CDP, Arizona",place,Median Household Income,B19013_001E,27143.0,,2017,2017-12-31,1600000US0403320,13.048729695960029
"Copper Hill CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0415600,0.0
"Dripping Springs CDP, Arizona",place,Median Household Income,B19013_001E,31750.0,,2017,2017-12-31,1600000US0420560,1.6000000000000014
"El Capitan CDP, Arizona",place,Median Household Income,B19013_001E,77639.0,,2017,2017-12-31,1600000US0421900,5.472008259635119
"Rock House CDP, Arizona",place,Median Household Income,B19013_001E,24250.0,,2017,2017-12-31,1600000US0460770,-15.652173913043475
"Haigler Creek CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0430840,0.0
"Cutter CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0417810,0.0
"Pinal CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0455630,0.0
"Brenda CDP, Arizona",place,Median Household Income,B19013_001E,39653.0,,2017,2017-12-31,1600000US0407590,14.936231884057973
"Utting CDP, Arizona",place,Median Household Income,B19013_001E,31167.0,,2017,2017-12-31,1600000US0478400,-100.00467505000469
"La Paz Valley CDP, Arizona",place,Median Household Income,B19013_001E,31123.0,,2017,2017-12-31,1600000US0440160,-30.89613215506905
"Cienega Springs CDP, Arizona",place,Median Household Income,B19013_001E,28750.0,,2017,2017-12-31,1600000US0413540,-16.0314261514647
"Alamo Lake CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2017,2017-12-31,1600000US0401170,0.0
