name,type,variable_description,variable,value,annotation,year,date,geography_id,change_rate
"Sun Lakes CDP, Arizona",place,Median Household Income,B19013_001E,53920.0,,2012,2012-12-31,1600000US0470530,1.2297005538346006
"Sun Valley CDP, Arizona",place,Median Household Income,B19013_001E,23875.0,,2012,2012-12-31,1600000US0471160,63.192071086807935
"Sunwest CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0471220,0.0
"Supai CDP, Arizona",place,Median Household Income,B19013_001E,40500.0,,2012,2012-12-31,1600000US0471230,22.72727272727273
"Superior town, Arizona",place,Median Household Income,B19013_001E,38722.0,,2012,2012-12-31,1600000US0471300,-1.216867777239217
"Surprise city, Arizona",place,Median Household Income,B19013_001E,59973.0,,2012,2012-12-31,1600000US0471510,-1.176528745859906
"Sweet Water Village CDP, Arizona",place,Median Household Income,B19013_001E,39886.0,,2012,2012-12-31,1600000US0471642,-41.02495859947953
"Swift Trail Junction CDP, Arizona",place,Median Household Income,B19013_001E,45121.0,,2012,2012-12-31,1600000US0471650,2.748553991893244
"Tacna CDP, Arizona",place,Median Household Income,B19013_001E,28021.0,,2012,2012-12-31,1600000US0471790,-5.811764705882349
"Tanque Verde CDP, Arizona",place,Median Household Income,B19013_001E,87639.0,,2012,2012-12-31,1600000US0472000,-3.5980640193598035
"Tat Momoli CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0472280,0.0
"Taylor town, Arizona",place,Median Household Income,B19013_001E,50423.0,,2012,2012-12-31,1600000US0472420,-1.8606823799606875
"Teec Nos Pos CDP, Arizona",place,Median Household Income,B19013_001E,27955.0,,2012,2012-12-31,1600000US0472560,-5.503160598992664
"Tees Toh CDP, Arizona",place,Median Household Income,B19013_001E,25625.0,,2012,2012-12-31,1600000US0472630,-21.97253433208489
"Tempe city, Arizona",place,Median Household Income,B19013_001E,47882.0,,2012,2012-12-31,1600000US0473000,-1.5138426097330182
"Thatcher town, Arizona",place,Median Household Income,B19013_001E,62578.0,,2012,2012-12-31,1600000US0473420,19.681756459540626
"Theba CDP, Arizona",place,Median Household Income,B19013_001E,28750.0,,2012,2012-12-31,1600000US0473490,0.0
"Three Points CDP, Arizona",place,Median Household Income,B19013_001E,37225.0,,2012,2012-12-31,1600000US0473700,1.9025458527237804
"Tolani Lake CDP, Arizona",place,Median Household Income,B19013_001E,28333.0,,2012,2012-12-31,1600000US0474120,-27.66104118262823
"Tolleson city, Arizona",place,Median Household Income,B19013_001E,37972.0,,2012,2012-12-31,1600000US0474190,5.477777777777781
"Tombstone city, Arizona",place,Median Household Income,B19013_001E,21750.0,,2012,2012-12-31,1600000US0474400,-15.511012702482232
"Tonalea CDP, Arizona",place,Median Household Income,B19013_001E,37955.0,,2012,2012-12-31,1600000US0474470,4.7034482758620655
"Tonopah CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0474540,-483482.51702110685
"Tonto Basin CDP, Arizona",place,Median Household Income,B19013_001E,39750.0,,2012,2012-12-31,1600000US0474610,32.134428082305625
"Tonto Village CDP, Arizona",place,Median Household Income,B19013_001E,36563.0,,2012,2012-12-31,1600000US0474665,0.0
"Topawa CDP, Arizona",place,Median Household Income,B19013_001E,35774.0,,2012,2012-12-31,1600000US0474680,0.6385911609981143
"Topock CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0474750,0.0
"Top-of-the-World CDP, Arizona",place,Median Household Income,B19013_001E,77222.0,,2012,2012-12-31,1600000US0474820,-7.4176647603975585
"Toyei CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0475310,-3089523.356040595
"Truxton CDP, Arizona",place,Median Household Income,B19013_001E,24063.0,,2012,2012-12-31,1600000US0475590,-22.148888673201984
"Tsaile CDP, Arizona",place,Median Household Income,B19013_001E,30536.0,,2012,2012-12-31,1600000US0475660,17.446153846153845
"Tubac CDP, Arizona",place,Median Household Income,B19013_001E,61667.0,,2012,2012-12-31,1600000US0475940,-4.848092085975708
"Tuba City CDP, Arizona",place,Median Household Income,B19013_001E,49989.0,,2012,2012-12-31,1600000US0476010,0.4864614951655355
"Tucson city, Arizona",place,Median Household Income,B19013_001E,36939.0,,2012,2012-12-31,1600000US0477000,-1.3592181157872196
"Tucson Estates CDP, Arizona",place,Median Household Income,B19013_001E,47747.0,,2012,2012-12-31,1600000US0477035,9.71277573529412
"Tumacacori-Carmen CDP, Arizona",place,Median Household Income,B19013_001E,39286.0,,2012,2012-12-31,1600000US0477367,-16.103957118756274
"Turkey Creek CDP, Arizona",place,Median Household Income,B19013_001E,9545.0,,2012,2012-12-31,1600000US0477415,3.312046758307185
"Tusayan town, Arizona",place,Median Household Income,B19013_001E,31875.0,,2012,2012-12-31,1600000US0477490,
"Upper Santan Village CDP, Arizona",place,Median Household Income,B19013_001E,11875.0,,2012,2012-12-31,1600000US0478300,-56.94031474363624
"Utting CDP, Arizona",place,Median Household Income,B19013_001E,43672.0,,2012,2012-12-31,1600000US0478400,6.229476295881886
"Vail CDP, Arizona",place,Median Household Income,B19013_001E,80219.0,,2012,2012-12-31,1600000US0478540,1.527616058320258
"Vaiva Vo CDP, Arizona",place,Median Household Income,B19013_001E,2499.0,,2012,2012-12-31,1600000US0478680,0.0
"Valencia West CDP, Arizona",place,Median Household Income,B19013_001E,53030.0,,2012,2012-12-31,1600000US0478760,-2.187546111848904
"Valentine CDP, Arizona",place,Median Household Income,B19013_001E,78750.0,,2012,2012-12-31,1600000US0478820,34.042553191489375
"Valle CDP, Arizona",place,Median Household Income,B19013_001E,22137.0,,2012,2012-12-31,1600000US0478855,-13.84369891803534
"Valle Vista CDP, Arizona",place,Median Household Income,B19013_001E,44353.0,,2012,2012-12-31,1600000US0478865,-4.7462577583059495
"Ventana CDP, Arizona",place,Median Household Income,B19013_001E,2499.0,,2012,2012-12-31,1600000US0479590,-100.00037485000036
"Verde Village CDP, Arizona",place,Median Household Income,B19013_001E,44223.0,,2012,2012-12-31,1600000US0479830,-0.9984553045736422
"Vernon CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0479870,-4371684.695081967
"Vicksburg CDP, Arizona",place,Median Household Income,B19013_001E,32083.0,,2012,2012-12-31,1600000US0479940,31.871429158617286
"Village of Oak Creek (Big Park) CDP, Arizona",place,Median Household Income,B19013_001E,62556.0,,2012,2012-12-31,1600000US0480095,5.828018473718942
"Wagon Wheel CDP, Arizona",place,Median Household Income,B19013_001E,44340.0,,2012,2012-12-31,1600000US0480380,-26.16522072169584
"Wahak Hotrontk CDP, Arizona",place,Median Household Income,B19013_001E,38030.0,,2012,2012-12-31,1600000US0480430,-0.15752165922814365
"Wall Lane CDP, Arizona",place,Median Household Income,B19013_001E,39125.0,,2012,2012-12-31,1600000US0480790,-21.865638854495355
"Walnut Creek CDP, Arizona",place,Median Household Income,B19013_001E,42112.0,,2012,2012-12-31,1600000US0480825,-9.71034068737806
"Washington Park CDP, Arizona",place,Median Household Income,B19013_001E,46493.0,,2012,2012-12-31,1600000US0481175,-78.90105601365056
"Wellton town, Arizona",place,Median Household Income,B19013_001E,38269.0,,2012,2012-12-31,1600000US0481480,-7.591818994035692
"Wellton Hills CDP, Arizona",place,Median Household Income,B19013_001E,26776.0,,2012,2012-12-31,1600000US0481490,1.11400626864544
"Wenden CDP, Arizona",place,Median Household Income,B19013_001E,28723.0,,2012,2012-12-31,1600000US0481550,4.553727431566679
"Wet Camp Village CDP, Arizona",place,Median Household Income,B19013_001E,14261.0,,2012,2012-12-31,1600000US0482060,-100.00213915000214
"Wheatfields CDP, Arizona",place,Median Household Income,B19013_001E,23686.0,,2012,2012-12-31,1600000US0482120,1.757099282553587
"Whetstone CDP, Arizona",place,Median Household Income,B19013_001E,48992.0,,2012,2012-12-31,1600000US0482156,9.208443859922877
"Whispering Pines CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0482270,0.0
"Whitecone CDP, Arizona",place,Median Household Income,B19013_001E,16696.0,,2012,2012-12-31,1600000US0482390,-25.180371947120772
"White Hills CDP, Arizona",place,Median Household Income,B19013_001E,30313.0,,2012,2012-12-31,1600000US0482425,-36.68567370553711
"White Mountain Lake CDP, Arizona",place,Median Household Income,B19013_001E,27105.0,,2012,2012-12-31,1600000US0482450,-14.145893383168097
"Whiteriver CDP, Arizona",place,Median Household Income,B19013_001E,27969.0,,2012,2012-12-31,1600000US0482530,6.548571428571438
"Why CDP, Arizona",place,Median Household Income,B19013_001E,46490.0,,2012,2012-12-31,1600000US0482670,-1.3997879109225897
"Wickenburg town, Arizona",place,Median Household Income,B19013_001E,38552.0,,2012,2012-12-31,1600000US0482740,-3.8435637143641066
"Wide Ruins CDP, Arizona",place,Median Household Income,B19013_001E,47692.0,,2012,2012-12-31,1600000US0482810,0.1848584152592148
"Wikieup CDP, Arizona",place,Median Household Income,B19013_001E,37813.0,,2012,2012-12-31,1600000US0482880,35.046428571428564
"Wilhoit CDP, Arizona",place,Median Household Income,B19013_001E,37614.0,,2012,2012-12-31,1600000US0482950,-9.839641410388557
"Willcox city, Arizona",place,Median Household Income,B19013_001E,36136.0,,2012,2012-12-31,1600000US0483090,-4.661900113447482
"Williams city, Arizona",place,Median Household Income,B19013_001E,43214.0,,2012,2012-12-31,1600000US0483160,-4.5648285152713015
"Williamson CDP, Arizona",place,Median Household Income,B19013_001E,73125.0,,2012,2012-12-31,1600000US0483388,-3.9471955864967767
"Willow Canyon CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0483475,0.0
"Willow Valley CDP, Arizona",place,Median Household Income,B19013_001E,34000.0,,2012,2012-12-31,1600000US0483570,-3.846153846153844
"Window Rock CDP, Arizona",place,Median Household Income,B19013_001E,41750.0,,2012,2012-12-31,1600000US0483720,-11.003581173260567
"Winkelman town, Arizona",place,Median Household Income,B19013_001E,38846.0,,2012,2012-12-31,1600000US0483790,-2.0104432056100685
"Winslow city, Arizona",place,Median Household Income,B19013_001E,43565.0,,2012,2012-12-31,1600000US0483930,-13.777065273324627
"Winslow West CDP, Arizona",place,Median Household Income,B19013_001E,33563.0,,2012,2012-12-31,1600000US0483960,0.6115291225756271
"Wintersburg CDP, Arizona",place,Median Household Income,B19013_001E,66786.0,,2012,2012-12-31,1600000US0484000,-100.01001790001006
"Wittmann CDP, Arizona",place,Median Household Income,B19013_001E,26111.0,,2012,2012-12-31,1600000US0484140,-42.34964232093969
"Woodruff CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0484350,0.0
"Yarnell CDP, Arizona",place,Median Household Income,B19013_001E,28636.0,,2012,2012-12-31,1600000US0484980,9.089523809523817
"York CDP, Arizona",place,Median Household Income,B19013_001E,35313.0,,2012,2012-12-31,1600000US0485260,20.214468085106386
"Young CDP, Arizona",place,Median Household Income,B19013_001E,32292.0,,2012,2012-12-31,1600000US0485330,3.0179289223505323
"Youngtown town, Arizona",place,Median Household Income,B19013_001E,36960.0,,2012,2012-12-31,1600000US0485400,-3.2663316582914548
"Yucca CDP, Arizona",place,Median Household Income,B19013_001E,18438.0,,2012,2012-12-31,1600000US0485470,-32.183316168898045
"Yuma city, Arizona",place,Median Household Income,B19013_001E,44047.0,,2012,2012-12-31,1600000US0485540,-0.14961575952666673
"Aguila CDP, Arizona",place,Median Household Income,B19013_001E,31429.0,,2012,2012-12-31,1600000US0400730,-5.120000000000003
"Ajo CDP, Arizona",place,Median Household Income,B19013_001E,28651.0,,2012,2012-12-31,1600000US0400870,13.780231126643104
"Ak Chin CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0400940,0.0
"Ak-Chin Village CDP, Arizona",place,Median Household Income,B19013_001E,33309.0,,2012,2012-12-31,1600000US0401090,0.6831303086177298
"Alamo Lake CDP, Arizona",place,Median Household Income,B19013_001E,36000.0,,2012,2012-12-31,1600000US0401170,0.1725193388613766
"Ali Chuk CDP, Arizona",place,Median Household Income,B19013_001E,19479.0,,2012,2012-12-31,1600000US0401560,14.82551285074274
"Ali Chukson CDP, Arizona",place,Median Household Income,B19013_001E,11406.0,,2012,2012-12-31,1600000US0401570,7.018202289360097
"Ali Molina CDP, Arizona",place,Median Household Income,B19013_001E,2499.0,,2012,2012-12-31,1600000US0401620,0.0
"Alpine CDP, Arizona",place,Median Household Income,B19013_001E,53333.0,,2012,2012-12-31,1600000US0401920,0.6871943967226013
"Amado CDP, Arizona",place,Median Household Income,B19013_001E,37054.0,,2012,2012-12-31,1600000US0401990,-49.327863247863256
"Anegam CDP, Arizona",place,Median Household Income,B19013_001E,8750.0,,2012,2012-12-31,1600000US0402270,-4.109589041095896
"Antares CDP, Arizona",place,Median Household Income,B19013_001E,13958.0,,2012,2012-12-31,1600000US0402410,-14.104615384615384
"Anthem CDP, Arizona",place,Median Household Income,B19013_001E,76136.0,,2012,2012-12-31,1600000US0402430,-6.411643229422759
"Apache Junction city, Arizona",place,Median Household Income,B19013_001E,38393.0,,2012,2012-12-31,1600000US0402830,-4.041489627593099
"Arivaca CDP, Arizona",place,Median Household Income,B19013_001E,34274.0,,2012,2012-12-31,1600000US0403320,-2.1944468224752494
"Arivaca Junction CDP, Arizona",place,Median Household Income,B19013_001E,45982.0,,2012,2012-12-31,1600000US0403380,7.645846989418482
"Arizona City CDP, Arizona",place,Median Household Income,B19013_001E,43622.0,,2012,2012-12-31,1600000US0403530,3.1691972943569398
"Arizona Village CDP, Arizona",place,Median Household Income,B19013_001E,28542.0,,2012,2012-12-31,1600000US0403915,-5.515095338983056
"Arlington CDP, Arizona",place,Median Household Income,B19013_001E,40625.0,,2012,2012-12-31,1600000US0404020,18.613138686131393
"Ash Fork CDP, Arizona",place,Median Household Income,B19013_001E,25469.0,,2012,2012-12-31,1600000US0404440,10.136216216216207
"Avenue B and C CDP, Arizona",place,Median Household Income,B19013_001E,26604.0,,2012,2012-12-31,1600000US0404710,-6.155419944266117
"Avondale city, Arizona",place,Median Household Income,B19013_001E,57791.0,,2012,2012-12-31,1600000US0404720,-3.606158157223161
"Avra Valley CDP, Arizona",place,Median Household Income,B19013_001E,51713.0,,2012,2012-12-31,1600000US0404880,9.589302365008056
"Aztec CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0404930,0.0
"Bagdad CDP, Arizona",place,Median Household Income,B19013_001E,60487.0,,2012,2012-12-31,1600000US0405140,3.5434890528442065
"Bear Flat CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0405450,0.0
"Beaver Dam CDP, Arizona",place,Median Household Income,B19013_001E,30250.0,,2012,2012-12-31,1600000US0405490,13.546788784204788
"Beaver Valley CDP, Arizona",place,Median Household Income,B19013_001E,53036.0,,2012,2012-12-31,1600000US0405495,-100.00795540000796
"Benson city, Arizona",place,Median Household Income,B19013_001E,32044.0,,2012,2012-12-31,1600000US0405770,-11.670985170075534
"Beyerville CDP, Arizona",place,Median Household Income,B19013_001E,21786.0,,2012,2012-12-31,1600000US0405970,1.0341789175903229
"Bisbee city, Arizona",place,Median Household Income,B19013_001E,32183.0,,2012,2012-12-31,1600000US0406260,-12.197850166421132
"Bitter Springs CDP, Arizona",place,Median Household Income,B19013_001E,30625.0,,2012,2012-12-31,1600000US0406470,-28.75587400549016
"Black Canyon City CDP, Arizona",place,Median Household Income,B19013_001E,35755.0,,2012,2012-12-31,1600000US0406610,0.011188498223835277
"Blackwater CDP, Arizona",place,Median Household Income,B19013_001E,9491.0,,2012,2012-12-31,1600000US0406820,91.08113549426213
"Bluewater CDP, Arizona",place,Median Household Income,B19013_001E,30000.0,,2012,2012-12-31,1600000US0407025,4.347826086956518
"Bouse CDP, Arizona",place,Median Household Income,B19013_001E,25000.0,,2012,2012-12-31,1600000US0407310,-7.599053814311062
"Bowie CDP, Arizona",place,Median Household Income,B19013_001E,35893.0,,2012,2012-12-31,1600000US0407380,-1.4091083887271316
"Brenda CDP, Arizona",place,Median Household Income,B19013_001E,60147.0,,2012,2012-12-31,1600000US0407590,4.416436643924793
"Bryce CDP, Arizona",place,Median Household Income,B19013_001E,49712.0,,2012,2012-12-31,1600000US0407915,-13.544347826086955
"Buckeye town, Arizona",place,Median Household Income,B19013_001E,64268.0,,2012,2012-12-31,1600000US0407940,0.5208414796277427
"Buckshot CDP, Arizona",place,Median Household Income,B19013_001E,55188.0,,2012,2012-12-31,1600000US0408020,0.1015744032503818
"Bullhead City city, Arizona",place,Median Household Income,B19013_001E,37770.0,,2012,2012-12-31,1600000US0408220,-2.9797071667094777
"Burnside CDP, Arizona",place,Median Household Income,B19013_001E,26800.0,,2012,2012-12-31,1600000US0408535,-20.0
"Bylas CDP, Arizona",place,Median Household Income,B19013_001E,35417.0,,2012,2012-12-31,1600000US0408710,6.02939855701583
"Cactus Flats CDP, Arizona",place,Median Household Income,B19013_001E,44792.0,,2012,2012-12-31,1600000US0408920,3.031697106316411
"Cactus Forest CDP, Arizona",place,Median Household Income,B19013_001E,53092.0,,2012,2012-12-31,1600000US0408990,52.44494214259052
"Cameron CDP, Arizona",place,Median Household Income,B19013_001E,26484.0,,2012,2012-12-31,1600000US0409340,-8.675862068965511
"Campo Bonito CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0409580,0.0
"Camp Verde town, Arizona",place,Median Household Income,B19013_001E,36768.0,,2012,2012-12-31,1600000US0409690,-2.9970451667370224
"Cane Beds CDP, Arizona",place,Median Household Income,B19013_001E,37716.0,,2012,2012-12-31,1600000US0409900,123.06600425833928
"Canyon Day CDP, Arizona",place,Median Household Income,B19013_001E,26830.0,,2012,2012-12-31,1600000US0410040,18.54895722870271
"Carefree town, Arizona",place,Median Household Income,B19013_001E,78487.0,,2012,2012-12-31,1600000US0410180,-24.244734860915397
"Carrizo CDP, Arizona",place,Median Household Income,B19013_001E,21118.0,,2012,2012-12-31,1600000US0410320,-2.0637202615591543
"Casa Blanca CDP, Arizona",place,Median Household Income,B19013_001E,30625.0,,2012,2012-12-31,1600000US0410460,-14.71972376152154
"Casa Grande city, Arizona",place,Median Household Income,B19013_001E,45399.0,,2012,2012-12-31,1600000US0410530,2.0959363123215
"Casas Adobes CDP, Arizona",place,Median Household Income,B19013_001E,57637.0,,2012,2012-12-31,1600000US0410670,-1.6148029291774058
"Catalina CDP, Arizona",place,Median Household Income,B19013_001E,49371.0,,2012,2012-12-31,1600000US0411160,0.985906850211693
"Catalina Foothills CDP, Arizona",place,Median Household Income,B19013_001E,82167.0,,2012,2012-12-31,1600000US0411230,-0.9200530567948896
"Cave Creek town, Arizona",place,Median Household Income,B19013_001E,75458.0,,2012,2012-12-31,1600000US0411300,-9.057163173562488
"Cedar Creek CDP, Arizona",place,Median Household Income,B19013_001E,19044.0,,2012,2012-12-31,1600000US0411370,8.500455788514127
"Centennial Park CDP, Arizona",place,Median Household Income,B19013_001E,37188.0,,2012,2012-12-31,1600000US0411500,-24.20357499541406
"Central CDP, Arizona",place,Median Household Income,B19013_001E,49219.0,,2012,2012-12-31,1600000US0411580,23.303354460505552
"Central Heights-Midland City CDP, Arizona",place,Median Household Income,B19013_001E,32833.0,,2012,2012-12-31,1600000US0411720,0.5820543454952087
"Chandler city, Arizona",place,Median Household Income,B19013_001E,71171.0,,2012,2012-12-31,1600000US0412000,-0.2410888244116505
"Charco CDP, Arizona",place,Median Household Income,B19013_001E,2499.0,,2012,2012-12-31,1600000US0412150,0.0
"Chiawuli Tak CDP, Arizona",place,Median Household Income,B19013_001E,9667.0,,2012,2012-12-31,1600000US0412560,-100.00145005000142
"Chilchinbito CDP, Arizona",place,Median Household Income,B19013_001E,11875.0,,2012,2012-12-31,1600000US0412630,-15.988680580120276
"Chinle CDP, Arizona",place,Median Household Income,B19013_001E,40281.0,,2012,2012-12-31,1600000US0412770,10.60131795716639
"Chino Valley town, Arizona",place,Median Household Income,B19013_001E,41705.0,,2012,2012-12-31,1600000US0412840,-0.6503406546286117
"Chloride CDP, Arizona",place,Median Household Income,B19013_001E,20536.0,,2012,2012-12-31,1600000US0412910,-8.728888888888887
"Christopher Creek CDP, Arizona",place,Median Household Income,B19013_001E,32895.0,,2012,2012-12-31,1600000US0413140,0.904907975460123
"Chuichu CDP, Arizona",place,Median Household Income,B19013_001E,95398.0,,2012,2012-12-31,1600000US0413190,58.99666666666668
"Cibecue CDP, Arizona",place,Median Household Income,B19013_001E,15208.0,,2012,2012-12-31,1600000US0413400,-37.20632561212271
"Cibola CDP, Arizona",place,Median Household Income,B19013_001E,54167.0,,2012,2012-12-31,1600000US0413470,27.90318772136955
"Cienega Springs CDP, Arizona",place,Median Household Income,B19013_001E,36359.0,,2012,2012-12-31,1600000US0413540,-12.709768804167767
"Citrus Park CDP, Arizona",place,Median Household Income,B19013_001E,80351.0,,2012,2012-12-31,1600000US0413820,-0.7497714864497684
"Clacks Canyon CDP, Arizona",place,Median Household Income,B19013_001E,70966.0,,2012,2012-12-31,1600000US0413850,4.019113508442773
"Clarkdale town, Arizona",place,Median Household Income,B19013_001E,41847.0,,2012,2012-12-31,1600000US0413890,0.7196495619524512
"Claypool CDP, Arizona",place,Median Household Income,B19013_001E,39395.0,,2012,2012-12-31,1600000US0413960,-6.387377325761001
"Clay Springs CDP, Arizona",place,Median Household Income,B19013_001E,41250.0,,2012,2012-12-31,1600000US0414030,-2.34375
"Clifton town, Arizona",place,Median Household Income,B19013_001E,53402.0,,2012,2012-12-31,1600000US0414380,1.9433414783139868
"Colorado City town, Arizona",place,Median Household Income,B19013_001E,33750.0,,2012,2012-12-31,1600000US0414870,2.2076860179885527
"Comobabi CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0415080,-26677437.57503001
"Concho CDP, Arizona",place,Median Household Income,B19013_001E,29663.0,,2012,2012-12-31,1600000US0415150,48.315
"Congress CDP, Arizona",place,Median Household Income,B19013_001E,37693.0,,2012,2012-12-31,1600000US0415220,10.449204442230496
"Coolidge city, Arizona",place,Median Household Income,B19013_001E,43342.0,,2012,2012-12-31,1600000US0415500,-4.349745106260893
"Copper Hill CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0415600,0.0
"Cordes Lakes CDP, Arizona",place,Median Household Income,B19013_001E,26915.0,,2012,2012-12-31,1600000US0415765,-2.0596048178741717
"Cornfields CDP, Arizona",place,Median Household Income,B19013_001E,24000.0,,2012,2012-12-31,1600000US0415850,-33.333333333333336
"Cornville CDP, Arizona",place,Median Household Income,B19013_001E,37207.0,,2012,2012-12-31,1600000US0415920,-23.771768080311407
"Corona de Tucson CDP, Arizona",place,Median Household Income,B19013_001E,88947.0,,2012,2012-12-31,1600000US0416030,3.3366250363055405
"Cottonwood CDP, Arizona",place,Median Household Income,B19013_001E,40000.0,,2012,2012-12-31,1600000US0416360,-3.030303030303028
"Cottonwood city, Arizona",place,Median Household Income,B19013_001E,35870.0,,2012,2012-12-31,1600000US0416410,3.9951293053461567
"Cowlic CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0416830,0.0
"Crozier CDP, Arizona",place,Median Household Income,B19013_001E,-666666666.0,"Either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution.",2012,2012-12-31,1600000US0417460,0.0
"Crystal Beach CDP, Arizona",place,Median Household Income,B19013_001E,23281.0,,2012,2012-12-31,1600000US0417500,-45.71295324705608
"Cutter CDP, Arizona",place,Median Household Income,B19013_001E,103750.0,,2012,2012-12-31,1600000US0417810,-100.01556250001556
"Dateland CDP, Arizona",place,Median Household Income,B19013_001E,30000.0,,2012,2012-12-31,1600000US0418160,151.42474019443512
"Deer Creek CDP, Arizona",place,Median Household Income,B19013_001E,39583.0,,2012,2012-12-31,1600000US0418448,38.54257813867208
"Del Muerto CDP, Arizona",place,Median Household Income,B19013_001E,35143.0,,2012,2012-12-31,1600000US0418490,117.1465645081562
"Dennehotso CDP, Arizona",place,Median Household Income,B19013_001E,17917.0,,2012,2012-12-31,1600000US0418580,4.882046478955694
"Desert Hills CDP, Arizona",place,Median Household Income,B19013_001E,35346.0,,2012,2012-12-31,1600000US0418740,-1.7921146953404965
"Dewey-Humboldt town, Arizona",place,Median Household Income,B19013_001E,38203.0,,2012,2012-12-31,1600000US0419145,-8.836443468715695
"Dilkon CDP, Arizona",place,Median Household Income,B19013_001E,22063.0,,2012,2012-12-31,1600000US0419280,-2.242013381186581
"Dolan Springs CDP, Arizona",place,Median Household Income,B19013_001E,26686.0,,2012,2012-12-31,1600000US0419630,-4.8423905291684495
"Doney Park CDP, Arizona",place,Median Household Income,B19013_001E,65643.0,,2012,2012-12-31,1600000US0419740,-10.188808318511422
"Donovan Estates CDP, Arizona",place,Median Household Income,B19013_001E,40703.0,,2012,2012-12-31,1600000US0419790,-1.2326805949867792
"Douglas city, Arizona",place,Median Household Income,B19013_001E,28548.0,,2012,2012-12-31,1600000US0420050,4.357362187454306
"Dragoon CDP, Arizona",place,Median Household Income,B19013_001E,56556.0,,2012,2012-12-31,1600000US0420330,-0.13067278827476606
